,city,city_n
4174,Blomkest,1293
4185,Slinger,1294
4187,East Peoria,1295
4188,Gretna,1296
4192,Melrose,1297
4193,Milaca,1298
4198,Hugo,1299
4205,Waukesha,1300
4215,Little Falls,1301
4216,Rolling Meadows,1302
4217,Warrenville,1303
4225,Marengo,1304
4227,Martelle,1305
4229,Mondamin,1306
4231,Monticello,1307
4249,Denton,1308
4256,Port Allen,1309
4259,Hamilton,1310
4282,Billingsley,1311
4291,Hampshire,1312
4293,Franklin,1313
4301,La Vergne,1314
4308,Katy,1315
4309,Moore,1316
4314,Usaf Academy,1317
4315,Colorado Springs,1318
4319,Riverton,1319
4325,Tonopah,1320
4326,Mayhill,1321
4327,Anton Chico,1322
4328,Black Canyon City,1323
4330,Dewey,1324
4333,Mayer,1325
4334,Cubero,1326
4336,Terrebonne,1327
4343,Ridgefield,1328
4344,Scappoose,1329
4345,Chowchilla,1330
4348,Santa Clara,1331
4352,Patterson,1332
4356,Turlock,1333
4364,Napa,1334
4375,Chico,1335
4377,Martinez,1336
4385,Sausalito,1337
4386,Elk Grove,1338
4387,Nevada City,1339
4389,Orinda,1340
4405,Healdsburg,1341
4418,Santa Paula,1342
4420,Riverdale,1343
4425,Arcadia,1344
4432,Agoura Hills,1345
4434,Rosemead,1346
4451,Inglewood,1347
4479,North Hills,1348
4485,Lockport,1349
4491,Portsmouth,1350
4493,Wellesley Hills,1351
4494,Hampstead,1352
4495,Foxboro,1353
4496,Haverhill,1354
4498,Burlington,1355
4499,Peabody,1356
4504,Westwood,1357
4505,Tyngsboro,1358
4508,Assonet,1359
4511,Boxford,1360
4512,Hooksett,1361
4520,Roxbury,1362
4523,Plainville,1363
4527,Needham Heights,1364
4529,Roslindale,1365
4530,Newtonville,1366
4533,North Billerica,1367
4534,North Chelmsford,1368
4535,Windham,1369
4538,Oak Park,1370
4542,Bloomfield Hills,1371
4545,Mount Morris,1372
4546,Clio,1373
4550,Gaylord,1374
4554,Romulus,1375
4558,Lansing,1376
4560,Vernon Rockville,1377
4564,North Smithfield,1378
4566,Canaan,1379
4571,Campton,1380
4572,Fitchburg,1381
4573,Grantham,1382
4575,Monson,1383
4577,Putney,1384
4578,Sturbridge,1385
4580,Lee,1386
4581,Taberg,1387
4584,Pottersville,1388
4585,Vestal,1389
4586,Duanesburg,1390
4589,Clinton Corners,1391
4604,Smethport,1392
4614,Jericho,1393
4616,Yorktown Heights,1394
4617,Media,1395
4618,King of Prussia,1396
4620,Chappaqua,1397
4626,Aldan,1398
4630,Haverford,1399
4631,Telford,1400
4633,Kutztown,1401
4637,Lansdowne,1402
4641,Coopersburg,1403
4643,Allentown,1404
4645,Ridgewood,1405
4646,Cranford,1406
4647,Peekskill,1407
4649,Mount Laurel,1408
4652,Abington,1409
4653,Valley Stream,1410
4658,White Haven,1411
4662,Ronkonkoma,1412
4666,Ridgefield Park,1413
4668,Islip Terrace,1414
4670,Tinton Falls,1415
4671,Neptune,1416
4677,Williston Park,1417
4683,Carmel,1418
4684,Waterbury,1419
4686,Bellmawr,1420
4691,Ardmore,1421
4693,Parsippany,1422
4697,Merchantville,1423
4699,Poughkeepsie,1424
4702,Upper Merion,1425
4706,Hackensack,1426
4713,Commack,1427
4714,East Sandwich,1428
4715,Hyannis,1429
4716,Harwich,1430
4717,Riverhead,1431
4723,Sewickley,1432
4724,Monroeville,1433
4727,Windber,1434
4730,Conneaut Lake,1435
4733,Richfield,1436
4734,Waynesboro,1437
4744,Essex,1438
4746,Morningside,1439
4753,Mount Joy,1440
4755,Jonestown,1441
4756,Mc Lean,1442
4758,Linthicum Heights,1443
4760,Dillsburg,1444
4767,Elkton,1445
4768,York Springs,1446
4781,Dickerson,1447
4787,Mechanicsburg,1448
4790,Mount Airy,1449
4814,Benton,1450
4816,Duncannon,1451
4818,Walkersville,1452
4823,Willow Hill,1453
4826,Snow Shoe,1454
4829,Walton,1455
4832,Hebron,1456
4843,Brooks,1457
4847,Westville,1458
4850,Galena,1459
4866,Crestview Hills,1460
4867,Crescent Springs,1461
4877,Mason,1462
4885,Moraine,1463
4892,Candler,1464
4893,Arden,1465
4894,Fletcher,1466
4911,Rural Hall,1467
4912,Smyrna,1468
4914,Durham,1469
4917,Holly Springs,1470
4919,Arrington,1471
4927,Pembroke,1472
4933,Hillsville,1473
4951,Cornelius,1474
4957,Davidson,1475
4974,South Chesterfield,1476
5001,White Stone,1477
5012,Warfield,1478
5014,Mc Kenney,1479
5030,North Fort Myers,1480
5040,North Miami,1481
5042,Bonita Springs,1482
5071,Punta Gorda,1483
5086,Dunnellon,1484
5088,Bronson,1485
5089,Altamonte Springs,1486
5090,Spring Hill,1487
5095,Silver Springs,1488
5099,Longwood,1489
5103,Ocoee,1490
5124,Holiday,1491
5129,Frostproof,1492
5142,Safety Harbor,1493
5155,Easley,1494
5158,Hodges,1495
5161,Wellford,1496
5164,Newberry,1497
5175,Timmonsville,1498
5199,Austell,1499
5208,Rembert,1500
5218,Longs,1501
5222,Richburg,1502
5226,Jonesville,1503
5248,North Myrtle Beach,1504
5266,Lawrenceville,1505
5276,Fair Play,1506
5288,Lake View,1507
5309,Middleburg,1508
5316,Jennings,1509
5325,Crawfordville,1510
5327,Jasper,1511
5335,Panama City,1512
5336,Macclenny,1513
5339,Savannah,1514
5340,Pooler,1515
5346,Okatie,1516
5347,Bluffton,1517
5349,Glennville,1518
5352,Cope,1519
5356,Rex,1520
5368,Manning,1521
5369,Pawleys Island,1522
5374,North,1523
5386,Thomson,1524
5402,De Soto,1525
5403,Festus,1526
5406,Chanhassen,1527
5407,Waseca,1528
5408,Le Sueur,1529
5409,Brownton,1530
5420,Elk Mound,1531
5421,Sleepy Eye,1532
5435,Custer,1533
5436,Eau Claire,1534
5441,Wausau,1535
5442,Plover,1536
5447,Oshkosh,1537
5451,Zumbrota,1538
5452,Stevens Point,1539
5459,Racine,1540
5461,Minnesota Lake,1541
5462,Worthington,1542
5464,Fountain,1543
5465,Morton,1544
5469,Ainsworth,1545
5477,Paynesville,1546
5478,Howard Lake,1547
5480,Sauk Rapids,1548
5481,Foley,1549
5483,Braham,1550
5501,Stillwater,1551
5519,Olathe city,1552
5520,Leawood,1553
5523,O Fallon,1554
5526,Kenosha,1555
5528,Dodgeville,1556
5535,New Berlin,1557
5536,Edgerton,1558
5537,Brookfield,1559
5538,Oconomowoc,1560
5545,Brook Park,1561
5546,Motley,1562
5547,Willow River,1563
5548,Barnum,1564
5553,Carol Stream,1565
5554,Bartlett,1566
5558,Ankeny,1567
5560,Westmont,1568
5567,Lombard,1569
5568,Wheaton,1570
5574,Harvey,1571
5576,Des Plaines,1572
5577,Buffalo Grove,1573
5581,Hoffman Estates,1574
5653,Cedar Creek,1575
5660,Southlake,1576
5735,Keithville,1577
5742,Seagoville,1578
5754,Bristow,1579
5769,Allen,1580
5779,Rockwall,1581
5803,Metairie,1582
5809,Navarre,1583
5837,Whites Creek,1584
5847,Athens,1585
5856,Baileyton,1586
5857,Marbury,1587
5862,Owens Cross Roads,1588
5864,Altoona,1589
5865,Enterprise,1590
5890,Catoosa,1591
5923,Porter,1592
5929,Central,1593
5944,Granby,1594
5950,Dumont,1595
5958,Orem,1596
5964,West Valley City,1597
5974,Wendover,1598
5988,Dugway,1599
5991,Wells,1600
5992,Elko,1601
5993,Magna,1602
5997,Deeth,1603
6027,Casa Grande,1604
6033,Laveen,1605
6048,Grants Pass,1606
6052,McMinnville,1607
6066,Kent,1608
6067,Bremerton,1609
6073,Mountlake Terrace,1610
6079,Cosmopolis,1611
6083,Centralia,1612
6091,Olympic Valley,1613
6095,Ben Lomond,1614
6100,Boulder Creek,1615
6108,Livermore,1616
6127,Grass Valley,1617
6190,Klamath,1618
6191,Novato,1619
6194,Upper Lake,1620
6201,Santa Cruz,1621
6203,Soquel,1622
6205,Castroville,1623
6206,Huron,1624
6208,Atascadero,1625
6214,Oxnard,1626
6217,Oak View,1627
6218,Taft,1628
6221,Westlake Village,1629
6244,Covina,1630
6246,West Covina,1631
6251,Chula Vista,1632
6262,Fullerton,1633
6263,Duarte,1634
6264,Costa Mesa,1635
6297,North East,1636
6300,North Tonawanda,1637
6306,Cranston,1638
6307,Dorchester,1639
6310,Dorchester Center,1640
6311,East Boston,1641
6312,Epping,1642
6320,Newton Center,1643
6323,Attleboro Falls,1644
6325,Chelsea,1645
6328,Jamaica Plain,1646
6342,Clarkston,1647
6345,Linden,1648
6349,Davisburg,1649
6350,Gaines,1650
6353,Holly,1651
6360,Auburn Hills,1652
6376,Ypsilanti,1653
6379,New Hudson,1654
6387,Townsend,1655
6388,Millbury,1656
6394,Gansevoort,1657
6395,Argyle,1658
6399,Delanson,1659
6400,Union Pier,1660
6408,Benton Harbor,1661
6413,Wyoming,1662
6415,Wayland,1663
6418,Byron Center,1664
6420,Casco,1665
6422,Smiths Creek,1666
6426,Harper Woods,1667
6429,Fairport,1668
6436,Victor,1669
6440,Wantagh,1670
6442,Copiague,1671
6447,Valhalla,1672
6449,Phoenixville,1673
6451,Central Islip,1674
6454,Alpha,1675
6455,Bay Shore,1676
6457,Norristown,1677
6460,Coatesville,1678
6465,Fort Washington,1679
6466,Stewartsville,1680
6470,Mantua,1681
6472,Carle Place,1682
6478,Eagleville,1683
6479,New Hyde Park,1684
6483,North Bergen,1685
6484,Rockville Centre,1686
6488,Hatfield,1687
6493,Stony Brook,1688
6494,Sussex,1689
6498,Bound Brook,1690
6501,West Haven,1691
6504,Glen Mills,1692
6505,Lansdale,1693
6507,Gilbertsville,1694
6508,Denville,1695
6509,Cortlandt Manor,1696
6512,North Wales,1697
6515,Gladwyne,1698
6520,Bridgeville,1699
6521,Chesterland,1700
6524,Mars,1701
6525,North Jackson,1702
6527,Parkville,1703
6528,Paradise,1704
6538,East Berlin,1705
6542,Patton,1706
6548,Shamokin Dam,1707
6549,District 5,1708
6551,Howard,1709
6552,Westover,1710
6553,Penfield,1711
6558,Lincoln University,1712
6563,Morrisdale,1713
6565,Emporium,1714
6567,Trevorton,1715
6579,Daleville,1716
6590,Westerville,1717
6615,Lenoir City,1718
6618,Slater,1719
6620,Norton,1720
6662,Fancy Gap,1721
6663,Clemmons,1722
6665,Asheboro,1723
6713,Gloucester,1724
6767,Coconut Creek,1725
6769,Miami Gardens,1726
6797,Deland,1727
6806,Oviedo,1728
6810,Eustis,1729
6812,Pierson,1730
6827,Wauchula,1731
6833,Sebring,1732
6845,Cross Hill,1733
6856,Mullins,1734
6861,Eastover,1735
6892,Kinards,1736
6895,Pageland,1737
6908,Honea Path,1738
6915,Villa Rica,1739
6941,Cayce,1740
6984,Lithia Springs,1741
6998,Ellabell,1742
7009,Smoaks,1743
7011,Jonesboro,1744
7014,Varnville,1745
7015,Hephzibah,1746
7017,Andrews,1747
7025,Norway,1748
7031,Reevesville,1749
7039,Seabrook,1750
7043,Saint Helena Island,1751
7051,Beech Island,1752
7052,Conley,1753
7053,Bonneau,1754
7060,Senoia,1755
7066,Poseyville,1756
7069,Oronoco,1757
7072,Green Bay,1758
7073,Bancroft,1759
7076,Norwood Young America,1760
7078,Granite Falls,1761
7109,Fond du Lac,1762
7110,Eyota,1763
7124,Council Bluffs,1764
7130,New London,1765
7157,Lees Summit,1766
7159,Libertyville,1767
7166,Lake Villa,1768
7167,McHenry,1769
7170,Wadsworth,1770
7180,Lake Mills,1771
7186,Hinton,1772
7189,Zion,1773
7192,Webster City,1774
7194,Perham,1775
7197,Deerfield,1776
7206,Skokie,1777
7207,Proviso,1778
7211,Urbandale,1779
7213,Willowbrook,1780
7215,Lemont,1781
7217,Wood Dale,1782
7219,Posen,1783
7220,Riverwoods,1784
7226,Lake Zurich,1785
7236,Lake Forest,1786
7246,Long Grove,1787
7247,Ela,1788
7249,Elk Grove Village,1789
7252,Lincolnshire,1790
7253,Wauconda,1791
7254,Palos Heights,1792
7276,Roanoke,1793
7277,Justin,1794
7297,Little Elm,1795
7342,Luther,1796
7374,Saraland,1797
7375,Theodore,1798
7428,Hammond,1799
7435,Horn Lake,1800
7444,Vinemont,1801
7445,Falkville,1802
7449,Cornersville,1803
7474,Hope Hull,1804
7477,Ramer,1805
7481,New Hope,1806
7486,Tuskegee,1807
7489,Leeds,1808
7514,Broken Arrow,1809
7537,Bellaire,1810
7539,Kerrville,1811
7560,Ely,1812
7566,Longmont,1813
7573,Pleasant Grove,1814
7575,Centerville,1815
7612,Paradise Valley,1816
7627,Tolleson,1817
7631,Central Point,1818
7633,Harper,1819
7635,Jefferson,1820
7636,Gleneden Beach,1821
7648,Spokane Valley,1822
7650,Valleyford,1823
7665,Spanaway,1824
7666,Graham,1825
7669,Mercer Island,1826
7672,Buxton,1827
7676,Clackamas,1828
7683,Stateline,1829
7684,Washoe Valley,1830
7685,Oakhurst,1831
7686,Carson City,1832
7688,Sparks,1833
7695,Oakley,1834
7708,Fremont,1835
7714,Hughson,1836
7734,Placerville,1837
7737,Valley Springs,1838
7745,Vernalis,1839
7758,Winton,1840
7761,Los Banos,1841
7764,Pittsburg,1842
7766,Hollister,1843
7783,Lakeport,1844
7784,Fortuna,1845
7793,Monterey,1846
7796,Arroyo Grande,1847
7801,Hanford,1848
7803,Sanger,1849
7804,Strathmore,1850
7806,Tipton,1851
7825,Santa Monica,1852
7851,Piru,1853
7872,Menifee,1854
7873,Nuevo,1855
7878,Marina del Rey,1856
7880,San Marino,1857
7890,Lytle Creek,1858
7909,Westfield,1859
7914,Corfu,1860
7918,Tonawanda,1861
7921,Cyclone,1862
7924,Raymond,1863
7933,Allen Park,1864
7946,Bridgeport,1865
7948,Southfield,1866
7949,Battle Creek,1867
7950,Hamtramck,1868
7953,Amenia,1869
7956,Hillsdale,1870
7957,Palmer,1871
7961,Lake George,1872
7964,Latham,1873
7965,New Milford,1874
7966,Rhinebeck,1875
7968,Utica,1876
7978,Stevensville,1877
7985,Port Huron,1878
7988,Henrietta,1879
7989,Batavia,1880
7991,Shortsville,1881
8005,Holmdel,1882
8013,New Rochelle,1883
8015,Mineola,1884
8016,Glen Head,1885
8018,Elmwood Park,1886
8020,Gouldsboro,1887
8021,Throop,1888
8025,Archbald,1889
8026,Penns Grove,1890
8028,Beacon,1891
8030,Jim Thorpe,1892
8031,Suffern,1893
8033,Netcong,1894
8034,Hopewell Junction,1895
8036,Goshen,1896
8038,Bordentown,1897
8039,Egg Harbor Township,1898
8042,Croton on Hudson,1899
8047,Center Valley,1900
8055,Gloucester City,1901
8063,Port Jervis,1902
8065,Stony Point,1903
8072,Tannersville,1904
8082,Nicholson,1905
8083,Budd Lake,1906
8085,Mount Kisco,1907
8090,Central Valley,1908
8097,Pomona,1909
8106,Port Chester,1910
8109,Central City,1911
8115,Somerset,1912
8117,Wilkes Barre,1913
8119,New Albany,1914
8121,Tunkhannock,1915
8122,La Jose,1916
8125,Spring Mills,1917
8126,Mill Hall,1918
8127,Loganton,1919
8129,Lilly,1920
8132,Wilcox,1921
8133,Annandale,1922
8136,Toms Brook,1923
8139,Dushore,1924
8140,New Market,1925
8141,Bernville,1926
8142,Hamburg,1927
8144,Cogan Station,1928
8145,Mountain Top,1929
8152,Monrovia,1930
8153,Cabin John,1931
8156,Breezewood,1932
8177,Heiskell,1933
8178,Black Mountain,1934
8179,Niota,1935
8180,Clyde,1936
8182,Fall Branch,1937
8183,White Pine,1938
8189,Cosby,1939
8190,Cookeville,1940
8199,Troutdale,1941
8204,Martinsville,1942
8205,Linwood,1943
8210,Bland,1944
8211,Max Meadows,1945
8216,Glade Spring,1946
8219,Cana,1947
8222,Keeling,1948
8226,Blairs,1949
8243,Kenly,1950
8272,Clermont,1951
8294,Rockledge,1952
8305,Gable,1953
8309,Woodstock,1954
8319,Suwanee,1955
8325,Aynor,1956
8337,Cartersville,1957
8355,Warsaw,1958
8370,Lenox,1959
8374,Vance,1960
8381,Jeffersonville,1961
8385,Opelika,1962
8397,Barnesville,1963
8403,Peculiar,1964
8404,Glenville,1965
8405,Sheboygan,1966
8410,Jonesburg,1967
8414,North Chicago,1968
8419,Huntley,1969
8420,Thornton,1970
8428,New Braunfels,1971
8430,Buda,1972
8453,Holladay,1973
8460,Garland,1974
8462,Waxahachie,1975
8467,Royse City,1976
8476,Cordova,1977
8485,Northport,1978
8490,Cottondale,1979
8495,Castleberry,1980
8497,Cross Plains,1981
8499,Brewton,1982
8505,Prattville,1983
8513,Silver Point,1984
8528,Hurricane,1985
8529,Kanab,1986
8530,Arvada,1987
8537,Loveland,1988
8546,Wellton,1989
8547,Overton,1990
8548,Ash Fork,1991
8558,Roseburg,1992
8560,Willamina,1993
8561,Baker City,1994
8562,Halsey,1995
8567,Lake Stevens,1996
8574,Poulsbo,1997
8577,Wasco,1998
8580,Chehalis,1999
8583,Mariposa,2000
8584,Glenbrook,2001
8587,Truckee,2002
8588,Verdi,2003
8591,Kings Beach,2004
8614,Crockett,2005
8636,La Grange,2006
8663,Weed,2007
8674,Redding,2008
8680,Lodi,2009
8687,Soda Springs,2010
8699,Atwater,2011
8720,Susanville,2012
8730,Hornbrook,2013
8749,Cotati,2014
8761,Firebaugh,2015
8773,Pixley,2016
8783,Highland,2017
8806,Mentone,2018
8818,Valyermo,2019
8825,Valley Center,2020
8881,Newton Lower Falls,2021
8883,Needham,2022
8896,Dover,2023
8904,Braintree,2024
8908,Westford,2025
8915,Belmont,2026
8927,New Boston,2027
8931,Saginaw,2028
8934,Huntington Woods,2029
8939,Howell,2030
8963,Schodack Landing,2031
8965,North Grafton,2032
8966,Marlborough,2033
8972,Whitinsville,2034
8979,East Greenbush,2035
8987,Hopkinton,2036
8990,Lunenburg,2037
8992,Rensselaer,2038
8993,Eagle Bridge,2039
8999,Canastota,2040
9000,Westmoreland,2041
9001,Catskill,2042
9004,Slingerlands,2043
9023,Webster,2044
9024,East Rochester,2045
9033,North Chili,2046
9040,Brockport,2047
9042,Bergen,2048
9054,Sloatsburg,2049
9055,Great Neck,2050
9056,Southfields,2051
9058,Highland Falls,2052
9060,Ledgewood,2053
9061,South Setauket,2054
9066,Upper Macungie,2055
9067,Horsham,2056
9068,Perkiomenville,2057
9070,Lehighton,2058
9071,Sewell,2059
9076,Hatboro,2060
9079,Blairstown,2061
9081,Spring Valley,2062
9084,New Castle,2063
9091,Barrington,2064
9092,Bryn Mawr,2065
9096,Hackettstown,2066
9105,Farmingdale,2067
9106,King Of Prussia,2068
9110,Marlton,2069
9115,Bellmore,2070
9118,Belmar,2071
9119,West Babylon,2072
9120,Plantsville,2073
9121,Cherry Hill,2074
9122,Hauppauge,2075
9124,North Salem,2076
9130,Magnolia,2077
9144,Hillburn,2078
9146,Ocean City,2079
9148,Hammonton,2080
9153,East Hanover,2081
9159,Boyertown,2082
9161,Garrison,2083
9174,Cheshire,2084
9186,Morganville,2085
9187,Cinnaminson,2086
9191,Ridley Park,2087
9196,Olyphant,2088
9201,Exton,2089
9205,Englishtown,2090
9212,New Britain,2091
9214,Wethersfield,2092
9215,West Hartford,2093
9228,Kane,2094
9229,Warren,2095
9233,Latrobe,2096
9234,New Stanton,2097
9237,Jeannette,2098
9241,Pasadena,2099
9243,Bowie,2100
9248,Elkridge,2101
9258,Lemoyne,2102
9260,College Park,2103
9271,Paeonian Springs,2104
9272,Baltimore,2105
9274,Havre De Grace,2106
9280,Takoma Park,2107
9293,Forest Hill,2108
9304,Aldie,2109
9306,Sykesville,2110
9317,Saint Marys,2111
9324,Ellicott City,2112
9327,Beltsville,2113
9334,Woodford,2114
9335,Lewisburg,2115
9336,Derwood,2116
9343,Perry Hall,2117
9352,Reisterstown,2118
9354,Queenstown,2119
9356,Purcellville,2120
9357,Suitland,2121
9358,Capitol Heights,2122
9373,Temple Hills,2123
9375,Zionsville,2124
9380,Lawrenceburg,2125
9383,Sunman,2126
9385,Fairdale,2127
9391,Dale,2128
9412,Pickerington,2129
9413,Maineville,2130
9438,Holland,2131
9475,Groveport,2132
9482,Carroll,2133
9490,Gate City,2134
9511,Matthews,2135
9514,Gastonia,2136
9532,Spring Lake,2137
9545,Spindale,2138
9552,Christiansburg,2139
9588,Radford,2140
9600,Chilhowie,2141
9602,Apex,2142
9603,Campobello,2143
9612,Henderson,2144
9616,Wake Forest,2145
9732,Dunn,2146
9735,Scottsburg,2147
9748,Quinton,2148
9761,Alva,2149
9769,Wellington,2150
9780,Port Charlotte,2151
9789,Dania,2152
9797,North Miami Beach,2153
9804,Umatilla,2154
9807,Sorrento,2155
9809,Beverly Hills,2156
9810,Hernando,2157
9819,De Leon Springs,2158
9826,Casselberry,2159
9861,Brandon,2160
9866,Polk City,2161
9868,Haines City,2162
9872,Parrish,2163
9876,Odessa,2164
9877,Wesley Chapel,2165
9895,Sebastian,2166
9899,Indialantic,2167
9914,Port Richey,2168
9920,Crystal Beach,2169
9939,Effingham,2170
9953,Blackstock,2171
9978,Starr,2172
10005,Latta,2173
10019,Cheraw,2174
10034,Liberty,2175
10062,Saluda,2176
10071,Pamplico,2177
10072,West Union,2178
10095,Williamston,2179
10151,Resaca,2180
10161,Callahan,2181
10167,Marianna,2182
10172,Chipley,2183
10210,Goose Creek,2184
10222,Salters,2185
10228,Harleyville,2186
10257,Mascoutah,2187
10258,Herculaneum,2188
10260,House Springs,2189
10279,Neenah,2190
10285,Rosemount,2191
10295,Dane,2192
10322,Lake Elmo,2193
10337,Florissant,2194
10349,Sioux City,2195
10366,Esko,2196
10369,Park Ridge,2197
10373,Iowa City,2198
10378,Villa Park,2199
10380,Schaumburg,2200
10386,Willow Springs,2201
10391,Bridgeview,2202
10399,Vernon Hills,2203
10404,Glen Ellyn,2204
10405,Dundee,2205
10406,Glendale Heights,2206
10416,Bettendorf,2207
10418,West des Moines,2208
10421,Hiawatha,2209
10433,Spicewood,2210
10450,Broussard,2211
10453,Carencro,2212
10454,Youngsville,2213
10490,Coppell,2214
10505,Leander,2215
10515,Newalla,2216
10607,Baker,2217
10668,Rowlett,2218
10675,Balch Springs,2219
10684,Sachse,2220
10686,Frisco,2221
10699,Beasley,2222
10741,Cut Off,2223
10745,Trafford,2224
10757,Bessemer,2225
10817,Murfreesboro,2226
10818,Bonifay,2227
10823,Millbrook,2228
10836,Ocean Springs,2229
10837,Stanton,2230
10848,Kingwood,2231
10852,Tyler,2232
10927,Missouri City,2233
10932,Tomball,2234
10996,Northglenn,2235
10999,Greeley,2236
11007,Boulder,2237
11023,Yuma,2238
11077,Socorro,2239
11084,Rickreall,2240
11085,Sheridan,2241
11087,Dorena,2242
11090,Camp Sherman,2243
11093,Olympia,2244
11096,Elma,2245
11097,Dupont,2246
11102,Lilliwaup,2247
11115,Bellevue,2248
11134,West Linn,2249
11141,Imbler,2250
11152,Yakima,2251
11169,Gardnerville,2252
11175,Brisbane,2253
11180,American Canyon,2254
11203,Stevinson,2255
11218,Pinole,2256
11219,Ballico,2257
11223,Lockeford,2258
11237,Saint Helena,2259
11247,Burlingame,2260
11251,Davis,2261
11264,Smartsville,2262
11266,Winters,2263
11267,Copperopolis,2264
11284,North San Juan,2265
11287,San Carlos,2266
11301,Galt,2267
11310,McArthur,2268
11313,Red Bluff,2269
11316,Cool,2270
11320,Pacifica,2271
11327,Ceres,2272
11359,Pine Grove,2273
11370,Rohnert Park,2274
11372,Clearlake Oaks,2275
11383,Lucerne,2276
11386,Penngrove,2277
11405,Fowler,2278
11406,Dinuba,2279
11410,Visalia,2280
11411,Lompoc,2281
11412,Buttonwillow,2282
11420,Lemon Cove,2283
11455,Malibu,2284
11470,Rancho Santa Fe,2285
11478,Wildomar,2286
11538,Yorba Linda,2287
11544,Panorama City,2288
11592,Torrance,2289
11617,El Segundo,2290
11631,West Roxbury,2291
11635,Attleboro,2292
11637,Kensington,2293
11644,Middleboro,2294
11645,West Bridgewater,2295
11651,Saugus,2296
11652,Carver,2297
11653,Rowley,2298
11656,South Hamilton,2299
11658,Somerville,2300
11662,East Wareham,2301
11672,Candia,2302
11708,Otisville,2303
11716,Charlton,2304
11719,Stow,2305
11720,Colonie,2306
11722,Stafford Springs,2307
11724,Tolland,2308
11725,Storrs Mansfield,2309
11727,Pine Plains,2310
11728,Johnston,2311
11730,Pleasant Valley,2312
